编号,葡萄酒英文名,葡萄酒中文名,官方网站,类型(Red Wine红葡萄酒/White Wine白葡萄酒/Rose Wine粉红葡萄酒/Sparking Wine起泡酒/Port Wine波特酒/Sherry Wine雪利酒/Fortified Wine加强酒/Sweet Wine甜酒/Others其它),产区（France/Bordeaux/Haut-Médoc/Margaux）,产区（法国/波尔多/上梅多克/玛歌）,酒庄英文名,酒庄中文名,年份,适饮年份（2001-2002）,酒精度,葡萄品种／含量,容量,评分
Mercuris0005,MAVERICK Twins Eden Valley Chardonnay,马华克-伊甸谷霞多丽,http://www.maverickwines.com.au/,白葡萄酒,Eden Valley,,MAVERICK,马华克,2008,,,,750,
Mercuris0006,MAVERICK Twins Barossa Shiraz,马华克-巴洛萨西拉,http://www.maverickwines.com.au/,红葡萄酒,Barossa,,MAVERICK,马华克,2008,,,,750, (JH 94)
Mercuris0007,MAVERICK Twins Barossa Valley GSM,马华克-巴洛萨特酿,http://www.maverickwines.com.au/,红葡萄酒,Barossa,,MAVERICK,马华克,2007,,,,750,
Mercuris0008,MAVERICK Paraview Barossa Valley Shiraz(JM),马华克-圣景园西拉,http://www.maverickwines.com.au/,红葡萄酒,Barossa,,MAVERICK,马华克,2008,,,,750,
Mercuris0009,MAVERICK Greenock Rise Barossa Valley Shiraz,马华克-旭日庄西拉,http://www.maverickwines.com.au/,红葡萄酒,Barossa,,MAVERICK,马华克,2007,,,,750,
Mercuris0010,"MAVERICK Trial Hill Eden Valley Riesling ",马华克-伊甸谷雷司令,http://www.maverickwines.com.au/,白葡萄酒,Eden Valley,,MAVERICK,马华克,2008,,,,750,
Mercuris0011,MAVERICK Trial Hill Eden Valley Shiraz,马华克-伊甸谷西拉,http://www.maverickwines.com.au/,红葡萄酒,Eden Valley,,MAVERICK,马华克,2006,,,,750,
Mercuris0012,Le Pigeoulet des Brunier,佩蕾,,红葡萄酒,VAUCLUSE ,,Le Pigeoulet des Brunier,佩蕾,2009,,,,750,
Mercuris0013,DOMAINE LES PALLIÈRES Terrasse du Diable,帕利尔酒庄-圣土修士,,红葡萄酒,GIGONDAS ,,DOMAINE LES PALLIÈRES,帕利尔酒庄,2007,,,,750,
Mercuris0014,Domaine Les Pallières,帕利尔酒庄-吉恭达斯,,红葡萄酒,GIGONDAS ,,DOMAINE LES PALLIÈRES,帕利尔酒庄,2006,,,,750,
Mercuris0015,Domaine Les Pallières,帕利尔酒庄-吉恭达斯,,红葡萄酒,GIGONDAS ,,DOMAINE LES PALLIÈRES,帕利尔酒庄,2004,,,,750,
Mercuris0016,Domaine Les Pallières 1.5L,帕利尔酒庄-吉恭达斯1.5L,,红葡萄酒,GIGONDAS ,,DOMAINE LES PALLIÈRES,帕利尔酒庄,2003,,,,750,
Mercuris0017,Domaine Les Pallières,帕利尔酒庄-吉恭达斯,,红葡萄酒,GIGONDAS ,,DOMAINE LES PALLIÈRES,帕利尔酒庄,2000,,,,750,
Mercuris0018,DOMAINE DE VIEUX TÉLÉGRAPHE Chàteauneuf- du-papeTélégramme,老电报酒庄-电邮干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,2008,,,,750,
Mercuris0019,DOMAINE DE VIEUX TÉLÉGRAPHE Chàteauneuf- du-papeTélégramme,老电报酒庄-电邮干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,2007,,,,750,
Mercuris0020,DOMAINE DU VIEUX TÉLÉGRAPHE Blanc La Crau,老电报酒庄-拉蔻高原干白,,白葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,2007,,,,750,
Mercuris0021,DOMAINE DE VIEUX TÉLÉGRAPHE ―La Crau‖,老电报酒庄-拉蔻高原干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,2007,,,,375,
Mercuris0022,DOMAINE DE VIEUX TÉLÉGRAPHE ―La Crau‖,老电报酒庄-拉蔻高原干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,2006,,,,375,
Mercuris0023,DOMAINE DE VIEUX TÉLÉGRAPHE ―La Crau‖,老电报酒庄-拉蔻高原干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,2005,,,,750,
Mercuris0024,DOMAINE DE VIEUX TÉLÉGRAPHE ―La Crau‖,老电报酒庄-拉蔻高原干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,2004,,,,750,
Mercuris0025,DOMAINE DE VIEUX TÉLÉGRAPHE ―La Crau‖,老电报酒庄-拉蔻高原干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,2001,,,,750,
Mercuris0026,DOMAINE DE VIEUX TÉLÉGRAPHE ―La Crau‖,老电报酒庄-拉蔻高原干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,2000,,,,750,
Mercuris0027,DOMAINE DE VIEUX TÉLÉGRAPHE ―La Crau‖,老电报酒庄-拉蔻高原干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,1998,,,,750,
Mercuris0028,DOMAINE DE VIEUX TÉLÉGRAPHE ―La Crau‖,老电报酒庄-拉蔻高原干红,,红葡萄酒,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,1995,,,,750,
Mercuris0029,DOMAINE DU VIEUX TÉLÉGRAPHE Vieux Marc de Châteauneuf-du-Pape,老电报酒庄-教皇新堡玛克白兰地,,其他,CHATEÀUNEUF-DU-PAPE,,DOMAINE DE VIEUX TÉLÉGRAPHE,老电报酒庄,1999,,,,750,
Mercuris0030,"BARBI Brusco Dei Barbi, IGT",芭毕-布鲁斯科,,红葡萄酒,,,BARBI,芭毕,2005,,,,750,
Mercuris0031,"BARBI Rosso Di Montalcino, DOC",芭毕-蒙塔奇诺若索,,红葡萄酒,Rosso Di Montalcino,,BARBI,芭毕,2009,,,,750,
Mercuris0032,"BARBI Brunello Di Montalcino, DOCG",芭毕-蒙塔奇诺布鲁诺,,红葡萄酒,Brunello di Montalcino,,BARBI,芭毕,2004,,,,750,
Mercuris0033,"BARBI Brunello Di Montalcino Riserva, DOCG",芭毕-蒙塔奇诺布鲁诺珍藏,,红葡萄酒,Brunello di Montalcino,,BARBI,芭毕,2004,,,,750,
Mercuris0034,BARBI Brunello di Montalcino Riserva - Vigna del Fiore,芭毕-沁园典藏,,红葡萄酒,Brunello di Montalcino,,BARBI,芭毕,2003,,,,750,
PernodRicard001,Jacob's Creek Shiraz Cabernet,杰卡斯西拉加本纳红葡萄酒,,红葡萄酒,,,Jacob’s  Creek,杰卡斯,2008,,,,750,
PernodRicard0002,Jacob's Creek Shiraz  ,杰卡斯西拉红葡萄酒,,红葡萄酒,,,Jacob’s  Creek,杰卡斯,2009,,,,750,
PernodRicard0003,Jacob's Creek Merlot,杰卡斯梅洛红葡萄酒,,红葡萄酒,,,Jacob’s  Creek,杰卡斯,2010,,,,750,
PernodRicard0004,Jacob's Creek Cabernet Sauvignon,杰卡斯赤霞珠红葡萄酒,,红葡萄酒,,,Jacob’s  Creek,杰卡斯,2009,,,,750,
PernodRicard0005,Jacob's Creek Riesling,杰卡斯雷司令白葡萄酒,,白葡萄酒,,,Jacob’s  Creek,杰卡斯,2008,,,,750,
PernodRicard0006,Jacob's Creek Chardonnay,杰卡斯莎当妮白葡萄酒,,白葡萄酒,,,Jacob’s  Creek,杰卡斯,2009,,,,750,
PernodRicard0007,Jacob's Creek Pinot Noir Chardonnay Sparkling,杰卡斯汽泡酒,,气泡酒,,,Jacob’s  Creek,杰卡斯,NV,,,,750,
PernodRicard0008,Jacob's Creek Reserve Cabernet Sauvignon,杰卡斯珍藏赤霞珠红葡萄酒,,红葡萄酒,,,Jacob’s  Creek,杰卡斯,2008,,,,750,
PernodRicard0009,Jacob's Creek Reserve Shiraz,杰卡斯珍藏西拉红葡萄酒,,红葡萄酒,,,Jacob’s  Creek,杰卡斯,2007,,,,750,
PernodRicard0010,Jacob's Creek Reserve Chardonnay,杰卡斯珍藏莎当妮白葡萄酒,,白葡萄酒,,,Jacob’s  Creek,杰卡斯,2008,,,,750,
PernodRicard0011,Jacob's Creek Centenary Hill Shiraz,杰卡斯百岁山西拉红葡萄酒,,红葡萄酒,,,Jacob’s  Creek,杰卡斯,2006,,,,750,
PernodRicard0012,Jacob's Creek Reeve's Point Chardonnay,杰卡斯瑞伏角莎当妮白葡萄酒,,白葡萄酒,,,Jacob’s  Creek,杰卡斯,2005,,,,750,
PernodRicard0013,Jacob's Creek St Hugo Coonawarra Cabernet Sauvignon,杰卡斯雨果库纳华拉赤霞珠红葡萄酒,,红葡萄酒,Coonawarra,,Jacob’s  Creek,杰卡斯,2006,,,,750,
PernodRicard0014,Jacob's Creek Johann Shiraz Cabernet,杰卡斯约翰西拉加本纳红葡萄酒,,红葡萄酒,,,Jacob’s  Creek,杰卡斯,2004,,,,750,
PernodRicard0015,MUMM Cordon Rouge Brut,玛姆红带特级干型香槟,,起泡酒,Champagne,,MUMM,玛姆,NV,,,,750,
PernodRicard0016,MUMM Cordon Rouge Brut Rose,玛姆红带干型(玫瑰)香槟,,起泡酒,Champagne,,MUMM,玛姆,NV,,,,750,
PernodRicard0017,MUMM Cordon Rouge Brut 1998,玛姆红带1998年份干型香槟,,起泡酒,Champagne,,MUMM,玛姆,1998,,,,750,
PernodRicard0018,MUMM De Cramant,玛姆克拉芒香槟,,起泡酒,Champagne,,MUMM,玛姆,NV,,,,750,
PernodRicard0019,MUMM Lalou,玛姆拉露香槟,,起泡酒,Champagne,,MUMM,玛姆,1998,,,,750,
PernodRicard0020,Perrier Jouet Grand Brut ,巴黎之花特级干型香槟,,起泡酒,Champagne,,Perrier Jouet,巴黎之花,NV,,,,750,
PernodRicard0021,Perrier Jouet Blason Rose,巴黎之花玫瑰香槟,,起泡酒,Champagne,,Perrier Jouet,巴黎之花,NV,,,,375,
PernodRicard0022,Perrier Jouet Brut 1998  ,巴黎之花1998年份干型香槟  ,,起泡酒,Champagne,,Perrier Jouet,巴黎之花,1998,,,,375,
PernodRicard0023,"""Perrier Jouet Belle Epoque BLANC 1999""",巴黎之花-美丽时光1999年份香槟,,起泡酒,Champagne,,Perrier Jouet,巴黎之花,2000,,,,750,
PernodRicard0024,"""Perrier Jouet Belle Epoque Rose 2002""",巴黎之花-美丽时光(玫瑰)2002年份香槟,,起泡酒,Champagne,,Perrier Jouet,巴黎之花,2002,,,,750,
PernodRicard0025,Louis Latour Bourgogne Pinot Noir ,路易乐图布根地黑皮诺红葡萄酒,,红葡萄酒,Bourgogne,,Louis Latour,路易乐图,2008,,,,750,
PernodRicard0026,Louis Latour Beaujolais Villages ,路易乐图宝祖利村红葡萄酒,,红葡萄酒,Beaujolais Villages ,,Louis Latour,路易乐图,2009,,,,750,
PernodRicard0027,Louis Latour Moulin-à-Vent « Les Michelons »,路易乐图风磨坊酒区红葡萄酒勒弥歇隆精选,,红葡萄酒,Beaujolais Cru,,Louis Latour,路易乐图,2006,,,,750,
PernodRicard0028,Louis Latour Mercurey,路易乐图默丘利红葡萄酒,,红葡萄酒,Mercurey,,Louis Latour,路易乐图,2006,,,,750,
PernodRicard0029,Louis Latour Côte de Beaune-Villages,路易乐图博恩丘村红葡萄酒,,红葡萄酒,Côte de Beaune-Villages,,Louis Latour,路易乐图,2007,,,,750,
PernodRicard0030,Louis Latour Aloxe-Corton « Domaine Latour »,路易乐图阿诺戈东红葡萄酒,,红葡萄酒,Aloxe-Corton,,Louis Latour,路易乐图,2007,,,,750,
PernodRicard0031,Louis Latour Marsannay,路易乐图玛萨内红葡萄酒,,红葡萄酒,Marsannay,,Louis Latour,路易乐图,2007,,,,750,
PernodRicard0032,Louis Latour Nuits-Saint-Georges,路易乐图夜之圣乔治红葡萄酒,,红葡萄酒,Nuits-Saint-Georges,,Louis Latour,路易乐图,2005,,,,750,
PernodRicard0033,Louis Latour Château Corton Grancey,路易乐图戈东格朗赛红葡萄酒,,红葡萄酒,Corton,,Louis Latour,路易乐图,2003,,,,750,
PernodRicard0034,Louis Latour Pouilly-Fuissé,路易乐图普伊飞赛白葡萄酒,,白葡萄酒,Pouilly-Fuissé,,Louis Latour,路易乐图,2009,,,,750,
PernodRicard0035,Louis Latour Mâcon-Lugny « Les Genièvres »,路易乐图马岗路尼莱格尼白葡萄酒,,白葡萄酒,Mâcon,,Louis Latour,路易乐图,2009,,,,750,
PernodRicard0036,Louis Latour Corton-Charlemagne,路易乐图戈东查理曼白葡萄酒,,白葡萄酒,Corton-Charlemagne,,Louis Latour,路易乐图,2003,,,,750,
PernodRicard0037,Louis Latour Coteaux de l'ardeche chardonnay,路易乐图阿尔代什莎当妮白葡萄酒,,白葡萄酒,Vin de Pays des Côteaux ,,Louis Latour,路易乐图,2006,,,,750,
PernodRicard0038,Louis Latour Chablis,希莫奈菲布莎布利白葡萄酒,,白葡萄酒,Chablis,,Louis Latour,路易乐图,2009,,,,750,
PernodRicard0039,Domaine Helan Mountain Dry Red,贺兰山美域优选干红葡萄酒,,红葡萄酒,,宁夏,Domaine Helan Mountain,贺兰山美域,,,,,,
PernodRicard0040,Domaine Helan Mountain Dry White,贺兰山美域优选干白葡萄酒,,白葡萄酒,,宁夏,Domaine Helan Mountain,贺兰山美域,,,,,,
PernodRicard0041,Domaine Helan Mountain Premium Collection Riesling,贺兰山美域雷司令干白葡萄酒(特选系列),,白葡萄酒,,宁夏,Domaine Helan Mountain,贺兰山美域,,,,,,
PernodRicard0042,Domaine Helan Mountain Premium Collection Cabernet Sauvignon,贺兰山美域赤霞珠干红葡萄酒(特选系列),,白葡萄酒,,宁夏,Domaine Helan Mountain,贺兰山美域,,,,,,
PernodRicard43,Domaine Helan Mountain Premium Collection Chardonnay,贺兰山美域莎当妮干白葡萄酒(特选系列),,白葡萄酒,,宁夏,Domaine Helan Mountain,贺兰山美域,,,,,,
PernodRicard44,Domaine Helan Mountain Special Reserve  Chardonnay,贺兰山美域莎当妮干白葡萄酒(珍藏系列),,白葡萄酒,,宁夏,Domaine Helan Mountain,贺兰山美域,,,,,,
PernodRicard45,Domaine Helan Mountain Special Reserve  Cabernet Sauvignon,贺兰山美域赤霞珠干红葡萄酒(珍藏系列),,红葡萄酒,,宁夏,Domaine Helan Mountain,贺兰山美域,,,,,,
RootCellar001,Jean Foillard Morgon Côte du Py,,,红葡萄酒,Beaujolais Cru,,Jean Foillard,,2010,,,Gamay/100%,750,
RootCellar0002,Domaine J. Chamonard Morgon,,,红葡萄酒,Beaujolais Cru,,Domaine J. Chamonard,,2010,,,Gamay/100%,750,
RootCellar0003,Georges Descombes Beaujolais-Villages,,,红葡萄酒,Beaujolais Village,,Georges Descombes,,2010,,,Gamay/100%,750,
RootCellar0004,Christian Ducroux Regnié,,,红葡萄酒,Beaujolais Cru,,Christian Ducroux,,2010,,,Gamay/100%,750,
RootCellar0005,Sancerre Le Mont Damné,,,白葡萄酒,Sancerre,,Didier Dagueneau,,2007,,,Sauvignon Blanc/100％,750,
RootCellar0006,Blanc Fumé de Pouilly,,,白葡萄酒,Pouilly  Fumé,,Didier Dagueneau,,2007,,,Sauvignon Blanc/100％,750,
RootCellar0007,Blanc Fumé de Pouilly Buisson Renard,,,白葡萄酒,Pouilly  Fumé,,Didier Dagueneau,,2007,,,Sauvignon Blanc/100％,750,
RootCellar0008,Blanc Fumé de Pouilly Pur Sang,,,白葡萄酒,Pouilly  Fumé,,Didier Dagueneau,,2007,,,Sauvignon Blanc/100％,750,
RootCellar0009,Blanc Fumé de Pouilly Silex,,,白葡萄酒,Pouilly  Fumé,,Didier Dagueneau,,2007,,,Sauvignon Blanc/100％,750,
RootCellar0010,Jurançon Les Jardins de Babylone,,,白葡萄酒,Jurançon,,Didier Dagueneau & Guy Potrat,,2004,,,Sauvignon Blanc/100％,500,
SumerGate0001,Pol Roger Brut Reserve,宝禄爵珍藏天然型香槟,,气泡酒,Champagne,,Pol Roger,宝禄爵,NV,,,,750,
SumerGate0002,Pol Roger Brut Reserve,宝禄爵珍藏天然型香槟,,气泡酒,Champagne,,Pol Roger,宝禄爵,NV,,,,375,
SumerGate0003,"Pol Roger Brut Reserve, Champagne AOC 1500ml ",宝禄爵珍藏天然型香槟,,气泡酒,Champagne,,Pol Roger,宝禄爵,NV,,,,1500,
SumerGate0004,"Pol Roger Pure, Champagne AOC ",宝禄爵纯天然香槟,,气泡酒,Champagne,,Pol Roger,宝禄爵,NV,,,,750,
SumerGate0005,"Pol Roger Brut Vintage, Champagne AOC ",宝禄爵天然型年份香槟,,气泡酒,Champagne,,Pol Roger,宝禄爵,1999,,,,750,
SumerGate0006,"Pol Roger Cuvée Sir Winston Churchill, Champagne AOC",宝禄爵丘吉尔爵士特酿香槟,,气泡酒,Champagne,,Pol Roger,宝禄爵,1999,,,,750,
SumerGate0007,"Pol Roger Cuvée Sir Winston Churchill, Champagne AOC",宝禄爵丘吉尔爵士特酿香槟,,气泡酒,Champagne,,Pol Roger,宝禄爵,1998,,,,750,
SumerGate0008,"Pol Roger Brut Vintage, Champagne AOC ",宝禄爵天然型年份香槟,,气泡酒,Champagne,,Pol Roger,宝禄爵,2000,,,,750,
SumerGate0009,Champagne Barons de Rothschild Brut,罗斯柴尔德天然香槟,,气泡酒,Champagne,,Champagne Barons de Rothschild,罗斯柴尔德香槟,NV,,,,750,
SumerGate0010,Champagne Barons de Rothschild Rose,罗斯柴尔德桃红香槟,,气泡酒,Champagne,,Champagne Barons de Rothschild,罗斯柴尔德香槟,NV,,,,750,
SumerGate0011,Champagne Barons de Rothschild Blancs de Blancs,罗斯柴尔德白中白香槟,,气泡酒,Champagne,,Champagne Barons de Rothschild,罗斯柴尔德香槟,NV,,,,750,
SumerGate0012,Charles de Fère Cuvée Jean Louis Blanc de Blancs,迪费路易白中白起泡酒,,气泡酒,Crémant de Bourgogne AOC,,Charles de Fère,迪费,NV,,,,750,
SumerGate0013,Charles de Fère Réserve Blanc de Blancs Brut,迪费珍藏天然型白中白起泡酒,,气泡酒,Crémant de Bourgogne AOC,,Charles de Fère,迪费,NV,,,,750,
SumerGate0014,"Charles de Fère Réserve Rosé Dry ",迪费珍藏桃红起泡酒,,气泡酒,Crémant de Bourgogne AOC,,Charles de Fère,迪费,NV,,,,750,
SumerGate0015,"Charles de Fère Brut, Crémant de Bourgogne AOC",迪费天然型起泡酒,,气泡酒,Crémant de Bourgogne AOC,,Charles de Fère,迪费,NV,,,,750,
SumerGate0016,Kressmann Grande Réserve Rouge,,,红葡萄酒,Bordeaux AOC ,,Kressmann,,2009,,,,750,
SumerGate0017,Kressmann Grande Réserve Blanc,,,白葡萄酒,Bordeaux AOC ,,Kressmann,,2009,,,,750,
SumerGate0018,"Kressmann Grande Réserve, Médoc AOC",,,红葡萄酒,"Médoc AOC ",,Kressmann,,2009,,,,750,
SumerGate0019,"Kressmann Grande Réserve, St-Émilion AOC ",,,红葡萄酒,"St-Émilion AOC ",,Kressmann,,2009,,,,750,
SumerGate0020,Kressmann Grande Réserve,,,红葡萄酒,"Margaux AOC ",,Kressmann,,2009,,,,750,
SumerGate0021,Kressmann Grande Réserve Rouge,,,红葡萄酒,Bordeaux AOC,,Kressmann,,2009,,,,375,
SumerGate0022,Kressmann Grande Réserve Blanc,,,红葡萄酒,Bordeaux AOC,,Kressmann,,2009,,,,375,
SumerGate0023,Kressmann Monopole Rouge,,,红葡萄酒,Bordeaux AOC,,Kressmann,,2009,,,,750,
SumerGate0024,Kressmann Monopole Blanc,,,红葡萄酒,Bordeaux AOC,,Kressmann,,2009,,,,750,
SumerGate0025,Château La Pierrière,,,红葡萄酒,Côtes de Castillon,,Château La Pierrière,,2009,,,,750,
SumerGate0026,Château Brassac,,,红葡萄酒,Bordeaux Superieur,,Château Brassac,,2009,,,,750,
SumerGate0027,Château Langlet,,,红葡萄酒,Graves,,Château Langlet,,2009,,,,750,
SumerGate0028,Château La Commanderie Cru Bourgeois,,,红葡萄酒,St-Estèphe,,Château La Commanderie,,2009,,,,750,
SumerGate0029,Lagrave-Martillac Rouge,,,红葡萄酒,Pessac-Léognan AOC,,Lagrave-Martillac,,2009,,,,750,
SumerGate0030,Lagrave-Martillac Blanc,,,白葡萄酒,Pessac-Léognan AOC,,Lagrave-Martillac,,2009,,,,750,
SumerGate0031,"Château Latour Martillac Rouge, Pessac-Léognan Grand Cru Classé AOC",,,红葡萄酒,Pessac-Léognan AOC,,Château Latour Martillac,,2009,,,,750,
SumerGate0032,"Château Latour Martillac Blanc, Pessac-Léognan Grand Cru Classé AOC",,,白葡萄酒,Pessac-Léognan AOC,,Château Latour Martillac,,2009,,,,750,
SumerGate0033,"Château Belgrave, Haut Médoc Grand Cru Classé AOC",,,红葡萄酒,Haut Médoc,,Château Belgrave,,2009,,,,750,
SumerGate0034,Château Le Boscq Cru Bourgeois AOC,,,红葡萄酒,St-Estèphe,,Château Le Boscq,,2009,,,,750,
SumerGate0035,Château Roumieu Haut Placey,,,甜酒,Sauternes,,Château Roumieu Haut Placey,,2009,,,,750,
Torres001,Hill of Grace,翰斯科神恩山,,红葡萄酒,Eden Valley,,Henschke,翰斯科,2005,,,Shiraz/100％,750,
Torres0002,Mount Edelstone Shiraz,翰斯科宝石山庄园,,红葡萄酒,Eden Valley,,Henschke,翰斯科,2006,,,Shiraz/100％,750,
Torres0003,Cyril Henschke Cabernet Sauvignon,西里尔翰斯科赤霞珠,,红葡萄酒,Eden Valley,,Henschke,翰斯科,2005,,,"Cabernet Sauvignon/70%
Merlot/15%
Cabernet Franc/15%",750,
Torres0004,Keyneton Estate Euphonium,翰斯科凯尼顿,,红葡萄酒,Eden Valley,,Henschke,翰斯科,2006,,,"Shiraz/63%
Cabernet Sauvignon 18%
Merlot/10%
Cabernet Franc/9%",750,
Torres0005,Henry's Seven,翰斯科亨利庄园,,红葡萄酒,Barossa Valley,,Henschke,翰斯科,2007,,,"Shiraz/65%
Grenache/25%
Viognier/5%
Mourvèdre/5%",750,
Torres0006,Tilly's Vineyard,翰斯科蒂利庄园,,白葡萄酒,Barossa Valley,,Henschke,翰斯科,2008,,,"Semillon/
Chardonnay/
Sauvignon Blanc/",750,
Torres0007,Lenswood Abbotts Prayer Merlot,翰斯科美乐 - 阿得雷德山,,红葡萄酒,Adelaide Hills,,Henschke,翰斯科,2007,,,"Merlot/85%
Cabernet Sauvignon/10%
Cabernet Franc/5%",750,
Torres0008,Lenswood Littlehampton Innes Vineyard Pinot Gris,翰斯科英尼斯庄园,,白葡萄酒,Adelaide Hills,,Henschke,翰斯科,2008,,,Pinot Gris/100%,750,
Torres0009,John Duval Plexus SGM,约翰.杜瓦尔锦簇,,红葡萄酒,Barossa Valley,,John Duval,约翰.杜瓦尔,2007,,,"Shiraz/52%
Grenache/30%
Mourvedre/18%",750,
Torres0010,John Duval Entity Shiraz,约翰.杜瓦尔恩蒂西拉,,红葡萄酒,Barossa Valley,,John Duval,约翰.杜瓦尔,2007,,,Shiraz/100％,750,
Torres0011,John Duval Eligo Shiraz,约翰.杜瓦尔爱丽西拉,,红葡萄酒,Barossa Valley,,John Duval,约翰.杜瓦尔,2006,,,"Shiraz/95%
Cabernet Sauvignon/5%",750,
Torres0012,Springvale Watervale Riesling,春之谷雷司令干白,,白葡萄酒,Clare Valley,,Grosset,格罗斯,2009,,,Riesling/100%,750,
Torres0013,Polish Hill Riesling,波利山雷司令干白,,白葡萄酒,Clare Valley,,Grosset,格罗斯,2010,,,Riesling/100%,750,
Torres0014,Gaia,盖亚女神干红,,红葡萄酒,Clare Valley,,Grosset,格罗斯,2007,,,"Cabernet 75%, Cabernet Franc 20% & Merlot 5%",750,
Watson0001,Brut Excellence NV,哥塞佳酿香槟,http://www.champagne-gosset.com/,起泡酒,Champagne,香槟,Gosset,哥塞,NV,,,,750,
Watson0002,Brut Excellence NV Half-Bottle,哥塞佳酿香槟半瓶装,http://www.champagne-gosset.com/,起泡酒,Champagne,香槟,Gosset,哥塞,NV,,,,375,
Watson0003,Brut Excellence NV Magnum,哥塞佳酿香槟双瓶装,http://www.champagne-gosset.com/,起泡酒,Champagne,香槟,Gosset,哥塞,NV,,,,1500,
Watson0004,Celebris Blanc de Blanc Cuvee Extra,哥塞极品庆典天然香槟NV,http://www.champagne-gosset.com/,起泡酒,Champagne,香槟,Gosset,哥塞,NV,,,,750,
Watson0005,Celebris Extra Brut 1998,哥塞极品庆典香槟1998,http://www.champagne-gosset.com/,起泡酒,Champagne,香槟,Gosset,哥塞,1998,,,,750,
Watson0006,Celebris Rosé Extra Brut 2003,哥塞极品庆典天然香槟2003,http://www.champagne-gosset.com/,起泡酒,Champagne,香槟,Gosset,哥塞,2003,,,,750,
Watson0007,Grand Millésimé Brut 1999,哥塞极品庆典玫瑰香槟1999‘,http://www.champagne-gosset.com/,起泡酒,Champagne,香槟,Gosset,哥塞,1999,,,,750,
Watson0008,Pinot Noir,多吉帕特酒庄黑品乐红葡萄酒,http://www.dogpoint.co.nz,红葡萄酒,Wairau ,,Dog Point,多吉帕特,2006,,,,750,
Watson0009,Pinot Noir,多吉帕特酒庄黑品乐红葡萄酒,http://www.dogpoint.co.nz,红葡萄酒,Wairau ,,Dog Point,多吉帕特,2007,,,,750,
Watson0010,Chardonnay,多吉帕特酒庄莎当妮白葡萄酒,http://www.dogpoint.co.nz,白葡萄酒,Wairau ,,Dog Point,多吉帕特,2007,,,,750,
Watson0011,Sauvignon Blanc,多吉帕特酒庄苏维翁白葡萄酒,http://www.dogpoint.co.nz,白葡萄酒,Wairau ,,Dog Point,多吉帕特,2008,,,,750,
Watson0012,Sauvignon Blanc,多吉帕特酒庄苏维翁白葡萄酒,http://www.dogpoint.co.nz,白葡萄酒,Wairau ,,Dog Point,多吉帕特,2009,,,,750,
Watson0013,Sauvignon Blanc Section 94,多吉帕特酒庄94系列苏维翁白葡萄酒,http://www.dogpoint.co.nz,白葡萄酒,Wairau ,,Dog Point,多吉帕特,2007,,,,750,
